idTrenICHR,id
AIRVC  15,2756
3GVM 30,2757
FAZXX   10,2758
MLRMX-07,2759
GMAMX  11,2760
2DCM 29,2761
FMZXX  14,2762
2ILZPN30,2763
VNLMX14,2764
IVMQ-13,2765
LMXXI-13,2766
IVMQ 13,2767
DIRMX 18,2768
DVM 19,2769
QTM-13,2770
2MMYMX13,2771
WMCU 24,2772
3GVM 04,2773
TIM-09,2774
XTMXTE 08,2775
MPNNL-05,2776
XTMXTEO 08,2777
MMYMX-26,2778
BBVTH27,2779
TIM 08,2780
CAIRVC-06,2781
DTM-26,2782
DIRMX 15,2783
2LMXXI06,2784
2MMYMX04,2785
XRTOMX 07,2786
2TMI-27,2787
DVM 13,2788
XIMIMX 04,2789
TMXTEV  01,2790
FMZXX  06,2791
FVM-11,2792
DJM 09,2793
2TMI 26,2794
WANPMX 27,2795
IMZMX 27,2796
3GVM 08,2797
XDIRMX  01,2798
2MMYMX15,2799
XDGDMX 27,2800
DIRMX 13,2801
CBJZTL 26,2802
GKCMX10,2803
GNLMX29,2804
TMXHU  08,2805
XDIRMX-01,2806
AIRMX-15,2807
MVCPN11,2808
OPMQ-25,2809
OPM 02,2810
MLRMX 15,2811
2AVM 16,2812
GVM 27,2813
IMZMX 11,2814
AVM-13,2815
FXXMY-28,2816
GVMQ 09,2817
LESMX-27,2818
3GVM 01,2819
2TMI-02,2820
TMXTEO-088,2821
2MVCMX01,2822
2MLRMX207,2823
BBVTH28,2824
MLRMX2-25,2825
TIM 17,2826
VNLMX30,2827
AOM-28,2828
XTMXTEO 10,2829
IMZMX-08,2830
DPNMX 26,2831
VNLMX-05,2832
TMXHUI  02,2833
AOM 28,2834
TMT 03,2835
2IMZMX-26,2836
OPMQ-16,2837
TMI 6,2838
MLRMX2-04,2839
2IMZMX  26,2840
GKCSJI-15,2841
3GVM 16,2842
VNLMX26,2843
VNLMX27,2844
TIM 10,2845
MLRMX204,2846
XIGDMX 08,2847
LMXXI-10,2848
OJM 20,2849
TMA 21,2850
DCM-15,2851
2MMYMX16,2852
2TMI-15,2853
TMXTEO-10,2854
DPM 18,2855
FAZXX-02,2856
TMXTEV-29,2857
TMXTE 29,2858
GKCMX-08,2859
FAZXX-08,2860
2MVCMX-16,2861
2MVCMX16,2862
CUJZTL 21,2863
DTM-24,2864
DTM 14,2865
QCM 14,2866
DPNMX  22,2867
XRTOMX 19,2868
DPNMX  13,2869
2MMYMX26,2870
TMEQ-21,2871
CBJZCX 14,2872
FXXMZ-17,2873
GNLMX11,2874
GVM-27,2875
DTM-17,2876
2MMYMX-22,2877
GKCMXI-11,2878
DVM 27,2879
TMXTEV-17,2880
VNLMX01,2881
LESMX 18,2882
2GVM 17,2883
GMTMX12,2884
CBJZCX-23,2885
OPM-12,2886
DOM 04,2887
TMXHUI-16,2888
FXXMY-10,2889
2IMZMX-15,2890
TMXTE  16,2891
VNLMX19,2892
LMXXI 16,2893
2IMZMX  15,2894
2IVM 16,2895
3TMI-16,2896
LMXXI-04,2897
2IVM-04,2898
MVCMX-03,2899
DPNMX-01,2900
DVM 10,2901
TMTQ 19,2902
2TMI-10,2903
2DVM 10,2904
TMXTEV-10,2905
CBPNTL 23,2906
SPERRY-10,2907
TMXHU  16,2908
GGDMX  12,2909
3MMYMX17,2910
AIRMX  17,2911
FMZXX-11,2912
DPNMX  08,2913
2IVM 04,2914
FAZXX-27,2915
2MMYMX-28,2916
WMCU 28,2917
DTM-19,2918
RTOMX 02,2919
LESMX-13,2920
2MLRMX217,2921
TMTQ 13,2922
FAZXX-18,2923
DPMQ 13,2924
FMZXX 19,2925
2IVM-29,2926
2IMZMX  10,2927
2IVM 29,2928
DTM-29,2929
LMXXI-20,2930
TMEQ  05,2931
GCUMX  01,2932
2IMZMX-19,2933
2IMZMX  19,2934
AOM-11,2935
2MVCMX-10,2936
VMTMX-09,2937
3TMI-20,2938
LMXXI 27,2939
GCBMX18,2940
CBJZCX 26,2941
CUPNCX 08,2942
TMXTEO-27,2943
MLRMX207,2944
3ILZPN26,2945
OPJM 29,2946
2MVCMX10,2947
GJVMXI11,2948
XIGDMX 28,2949
XDGDMX 20,2950
FXXMY 21,2951
XRTOMX 26,2952
TMXTEO-20,2953
2GVM 13,2954
DCM-20,2955
FMZXX-20,2956
DTM-20,2957
2MLRMX218,2958
TMEQ  30,2959
TMXTEV-28,2960
2IMZMX-20,2961
2IMZMX  20,2962
IMZMX-13,2963
TMT 21,2964
GKCMX27,2965
2LMXXI29,2966
2MLRMX2-06,2967
2GKCMXI 20,2968
XDIRMX 21,2969
2LMXXI11,2970
OPM 14,2971
QPIR-28,2972
AEI-TFVM,2973
2GKCMXI-04,2974
TMXTEV-30,2975
2LMXXI20,2976
DPM 30,2977
OPJM 21,2978
XDCEMX 29,2979
AOM 01,2980
2ILZPN28,2981
2GVM 21,2982
TMT 01,2983
2ILZPN-28,2984
2TMT 29,2985
AVM 29,2986
DPMQ 29,2987
2GNLMX-11,2988
LMXXI-22,2989
GNLMX-07,2990
IMZMX 29,2991
2IVM 22,2992
MMYMX-30,2993
2ILZPN-21,2994
WMCU 22,2995
CBPNTL 20,2996
3ILZPN28,2997
MLRMX 28,2998
2ILZPN21,2999
VNLMX-21,3000
VNLMX21,3001
QTM-22,3002
TMXHU  22,3003
BMDBV22,3004
TMI  22,3005
QTM 22,3006
2OPMQ-13,3007
TMI O1,3008
2ILZPN-14,3009
FXXMY-22,3010
2DTM 29,3011
FMZXX  29,3012
2TMI 13,3013
TMXHUI-13,3014
ATOMX-30,3015
2QCTIR 29,3016
AIRVC-01,3017
AIRVC  01,3018
SERV.23-29,3019
IMXMZ-30,3020
MLRMX211,3021
TMTQ-14,3022
DPM 22,3023
AOM 14,3024
GJVSJI01,3025
OPJM 14,3026
FMZXX 13,3027
MLRMX210,3028
2DTM 22,3029
DIRMX 22,3030
2MLRMX29,3031
GKCMXI23,3032
2AVM-22,3033
2MLRMX2-01,3034
2AVM 22,3035
GVM-02,3036
GKCMXI16,3037
GCBSJI24,3038
2MVCMX30,3039
2MLRMX-28,3040
GNLMX-01,3041
AOM-24,3042
TMXTE  23,3043
AOM 24,3044
CBPNTL 12,3045
AOM-16,3046
AOM 16,3047
FMZXX-03,3048
MLRMX203,3049
GJVSJI28,3050
ILZPN2-16,3051
ILZPN216,3052
TPJM-18,3053
